Filename,20,40,60,80,100,120,140,160,180,200
1010101014-1.vasp,4.261261940002441,8.165504455566406,12.378154277801514,15.771936893463135,19.240267753601074,23.116249084472656,26.960871696472168,31.194549322128296,34.697808265686035,38.353264570236206
1010101014-2.vasp,4.228911399841309,8.140961408615112,12.312782049179077,15.962377071380615,19.310458660125732,23.317047357559204,26.84651231765747,30.703243017196655,34.42629146575928,38.41931366920471
1010101014-3.vasp,4.359975814819336,8.293471336364746,12.0917227268219,16.362072706222534,19.37162971496582,23.358417510986328,27.06541681289673,30.834954261779785,34.352580547332764,38.39063763618469
1010101014-4.vasp,4.249006032943726,8.198452949523926,12.218403577804565,16.143513917922974,19.326478004455566,23.58803677558899,26.960978984832764,31.051471948623657,34.591198205947876,38.57450580596924
1010101014-5.vasp,4.232416391372681,8.125416994094849,12.112298250198364,16.113017559051514,19.54257869720459,23.35214591026306,27.056453227996826,30.865190505981445,34.75955009460449,38.89506554603577
12328-1.vasp,3.7602715492248535,7.267596960067749,11.303548574447632,14.921910762786865,18.13156533241272,20.748664379119873,24.271843671798706,27.731887817382812,31.354392290115356,34.39827537536621
12328-2.vasp,3.797699213027954,7.4077441692352295,11.204265832901001,14.492013931274414,17.663979291915894,21.35427498817444,23.56482744216919,23.660385608673096,31.407800436019897,35.10765981674194
12328-3.vasp,3.78676700592041,7.420754671096802,11.258451223373413,14.633272409439087,18.057732820510864,21.193546772003174,24.46894907951355,27.80066180229187,31.039851665496826,34.492698669433594
12328-4.vasp,3.8266820907592773,7.407136917114258,11.078108072280884,14.357208251953125,17.60151505470276,21.12829351425171,24.241905212402344,27.803720235824585,31.220114946365356,34.542057275772095
12328-5.vasp,3.7917041778564453,7.40892481803894,11.230526208877563,14.533063888549805,17.664055824279785,20.92285394668579,24.493011713027954,27.72070288658142,31.30701780319214,34.58445167541504
15353535130-1.vasp,6.219084978103638,11.983991622924805,17.8901207447052,24.99107813835144,32.08634376525879,34.638171434402466,39.96508049964905,45.78224420547485,51.23407983779907,57.039724588394165
15353535130-2.vasp,6.729085683822632,13.463693380355835,21.356483459472656,26.231886625289917,32.48140025138855,35.07397174835205,40.73391556739807,46.426270723342896,52.14794707298279,57.64270830154419
15353535130-3.vasp,6.858854293823242,13.506272315979004,21.170668601989746,25.554726600646973,32.81983399391174,35.758445024490356,40.710490703582764,46.53711652755737,52.36848855018616,57.85508060455322
15353535130-4.vasp,6.79862904548645,14.214876413345337,21.29637384414673,26.410391569137573,31.11941695213318,34.89490079879761,40.41552972793579,46.2303352355957,51.568076610565186,57.38537335395813
15353535130-5.vasp,6.962414026260376,14.137336730957031,21.520511388778687,26.156012058258057,32.00837731361389,35.191914558410645,40.78491425514221,46.62812304496765,51.92671060562134,56.95360851287842
2525252528-1.vasp,4.715035438537598,8.765775442123413,12.782789468765259,17.17779231071472,20.82214641571045,25.011786460876465,28.551315546035767,32.85035991668701,37.12808537483215,41.260661125183105
2525252528-2.vasp,4.544341325759888,8.683698415756226,12.956146240234375,17.363999128341675,21.44779348373413,24.83101534843445,28.996214389801025,32.620341062545776,36.42275905609131,40.53424000740051
2525252528-3.vasp,4.482691287994385,8.803854942321777,13.01591420173645,17.152217626571655,21.040820598602295,24.725807666778564,28.607770442962646,32.74256706237793,36.83188438415527,40.874940156936646
2525252528-4.vasp,4.4947474002838135,8.796072959899902,13.201979637145996,17.230111360549927,20.74363899230957,24.886881351470947,28.709951639175415,32.93140411376953,37.0791335105896,41.07974076271057
2525252528-5.vasp,4.549689292907715,8.705934047698975,13.043506860733032,17.02522850036621,20.937297105789185,24.59029746055603,28.559906721115112,32.491942167282104,36.68310809135437,40.65027379989624
33334-1.vasp,3.803011894226074,7.387410640716553,11.271491289138794,14.371231079101562,17.622950077056885,21.051490545272827,24.096322059631348,27.44126582145691,30.96515941619873,34.3683979511261
33334-2.vasp,4.402058362960815,7.209610462188721,11.152914047241211,14.858316659927368,17.905024766921997,20.977678775787354,24.3365957736969,27.947086811065674,31.497891187667847,34.443111181259155
33334-3.vasp,3.776215076446533,7.226550817489624,10.950202941894531,14.474894285202026,17.794445514678955,20.966707468032837,24.08889627456665,27.68927526473999,31.075083255767822,34.45848894119263
33334-4.vasp,3.80721378326416,7.502072334289551,10.98544692993164,14.35061240196228,17.631136894226074,21.08991241455078,24.23543930053711,27.581039428710938,31.30285930633545,34.3722562789917
33334-5.vasp,3.751250982284546,7.482383728027344,11.063657999038696,14.632946252822876,17.52539896965027,20.95321750640869,24.155685663223267,27.857295274734497,31.20257544517517,34.5172119140625
488826-1.vasp,4.281437158584595,8.222850561141968,12.31495714187622,16.32373571395874,19.603965759277344,22.960148096084595,26.710412740707397,30.766104698181152,34.44602394104004,38.345449686050415
488826-2.vasp,4.083515167236328,8.228718042373657,12.419096231460571,16.090696811676025,19.72600507736206,22.951990842819214,26.815879344940186,31.288063526153564,34.826122999191284,38.25629281997681
488826-3.vasp,4.256973505020142,8.181246519088745,12.235397100448608,16.093612670898438,19.32562565803528,23.11735224723816,26.969379425048828,31.155508756637573,34.471473693847656,38.87480044364929
488826-4.vasp,4.160572528839111,8.223909378051758,12.252756118774414,16.004759550094604,19.537634134292603,23.151896953582764,26.952934503555298,30.814231157302856,34.43443155288696,38.58953928947449
488826-5.vasp,4.203102350234985,8.087095975875854,12.336332321166992,16.290499925613403,19.3817400932312,23.111307859420776,27.12008762359619,30.828702926635742,34.93374061584473,38.18617630004883
5050505050-1.vasp,6.162228345870972,12.07725977897644,18.151909351348877,24.308214902877808,31.527947902679443,33.86308550834656,39.87028479576111,42.57717251777649,42.597482204437256,42.730010986328125
5050505050-2.vasp,6.894204139709473,13.730709791183472,21.23298931121826,25.996546030044556,31.698803186416626,34.508981466293335,40.10695719718933,45.838839054107666,51.66913056373596,57.388312578201294
5050505050-3.vasp,6.442626714706421,13.233624935150146,21.25730562210083,25.91715145111084,32.08505034446716,34.632274866104126,40.093706130981445,45.511220932006836,51.557847023010254,57.214945793151855
